opportunity_id,sales_agent,manager,regional_office,account,sector,office_location,product,series,sales_price,deal_stage,engage_date,close_date,close_value
XRMOUF1R,Boris Faz,Rocco Neubert,East ,Condax,medical,United States,MG Advanced,MG,3393,Won,10/31/2017,11/7/2017,4172
XRN54MBM,Niesha Huffines,Melvin Marxen,Central ,Ron-tech,medical,United States,GTX Basic,GTX,550,Won,11/17/2016,3/5/2017,487
XRO7PMA2,Cassey Cress,Rocco Neubert,East ,NULL,NULL,NULL,GTX Plus Basic,GTX,1096,Engaging,5/17/2017,NULL,NULL
XRRMX8K6,Marty Freudenburg,Melvin Marxen,Central ,Statholdings,employment,United States,GTX Basic,GTX,550,Lost,10/1/2017,10/12/2017,0
XRWMLGOG,James Ascencio,Summer Sewald,West ,NULL,NULL,NULL,MG Advanced,MG,3393,Engaging,7/18/2017,NULL,NULL
XRZNF1LQ,Kary Hendrixson,Summer Sewald,West ,NULL,NULL,NULL,GTXPro,GTX,4821,Engaging,8/31/2017,NULL,NULL
XRZVJPD5,Maureen Marcano,Summer Sewald,West ,NULL,NULL,NULL,GTX Plus Basic,GTX,1096,Engaging,2/27/2017,NULL,NULL
XS7B6QT7,Lajuana Vencill,Dustin Brinkmann,Central ,NULL,NULL,NULL,MG Special,MG,55,Prospecting,NULL,NULL,NULL
XS7CNY5H,Reed Clapper,Rocco Neubert,East ,Initech,telecommunications,United States,GTX Plus Basic,GTX,1096,Lost,9/12/2017,9/20/2017,0
XS7L2AQE,Moses Frase,Dustin Brinkmann,Central ,Zencorporation,technolgy,China,GTX Basic,GTX,550,Prospecting,NULL,NULL,NULL
XSB7IN6X,Anna Snelling,Dustin Brinkmann,Central ,Statholdings,employment,United States,GTX Plus Basic,GTX,1096,Won,5/9/2017,8/31/2017,996
XSEG5T4H,Markita Hansen,Celia Rouche,West ,Zoomit,entertainment,United States,GTX Plus Basic,GTX,1096,Engaging,11/3/2017,NULL,NULL
XSQOEHEA,Hayden Neloms,Celia Rouche,West ,Lexiqvolax,medical,United States,MG Advanced,MG,3393,Lost,10/10/2017,10/15/2017,0
XSSK506P,Versie Hillebrand,Dustin Brinkmann,Central ,Funholding,finance,United States,MG Special,MG,55,Lost,10/2/2017,10/4/2017,0
XSTGL252,Cassey Cress,Rocco Neubert,East ,Toughzap,retail,United States,GTXPro,GTX,4821,Engaging,10/15/2017,NULL,NULL
XSWTUMGY,Maureen Marcano,Summer Sewald,West ,Fasehatice,retail,United States,GTX Basic,GTX,550,Lost,5/15/2017,8/13/2017,0
XT8HCGAD,Rosalina Dieter,Celia Rouche,West ,Bubba Gump,software,United States,MG Special,MG,55,Engaging,9/10/2017,NULL,NULL
XT9QCG8T,Niesha Huffines,Melvin Marxen,Central ,Zoomit,entertainment,United States,GTX Plus Basic,GTX,1096,Prospecting,NULL,NULL,NULL
XT9YNOV2,Donn Cantrell,Rocco Neubert,East ,Acme Corporation,technolgy,United States,GTX Plus Pro,GTX,5482,Won,2/9/2017,6/11/2017,5724
XTAPYDDI,Gladys Colclough,Melvin Marxen,Central ,Funholding,finance,United States,GTXPro,GTX,4821,Won,7/9/2017,7/11/2017,4440
XTBADYHW,Moses Frase,Dustin Brinkmann,Central ,Toughzap,retail,United States,MG Special,MG,55,Lost,7/6/2017,7/17/2017,0
XTCCGBYM,Cassey Cress,Rocco Neubert,East ,Ganjaflex,retail,Japan,GTXPro,GTX,4821,Won,8/12/2017,11/10/2017,4161
XTE9XJTS,Kary Hendrixson,Summer Sewald,West ,Zencorporation,technolgy,China,MG Special,MG,55,Engaging,6/4/2017,NULL,NULL
XTKIX6I4,Vicki Laflamme,Celia Rouche,West ,Sonron,telecommunications,United States,MG Advanced,MG,3393,Won,2/9/2017,6/13/2017,3426
XTXMQMRC,Darcel Schlecht,Melvin Marxen,Central ,NULL,NULL,NULL,GTX Plus Basic,GTX,1096,Prospecting,NULL,NULL,NULL
XU836DFA,Kami Bicknell,Summer Sewald,West ,NULL,NULL,NULL,GTX Basic,GTX,550,Engaging,6/18/2017,NULL,NULL
XUEHL04Z,Boris Faz,Rocco Neubert,East ,Konex,technolgy,United States,GTX Plus Basic,GTX,1096,Lost,10/2/2017,10/4/2017,0
XUGTSB00,Niesha Huffines,Melvin Marxen,Central ,Ron-tech,medical,United States,MG Advanced,MG,3393,Won,3/6/2017,3/19/2017,3167
XULGG5K8,Kary Hendrixson,Summer Sewald,West ,Konex,technolgy,United States,GTX Basic,GTX,550,Lost,10/11/2017,10/13/2017,0
XUP62FUM,James Ascencio,Summer Sewald,West ,Rantouch,telecommunications,United States,GTX Plus Pro,GTX,5482,Won,6/9/2017,8/16/2017,5125
XUQ7RS1Q,Daniell Hammack,Rocco Neubert,East ,Betasoloin,medical,United States,GTXPro,GTX,4821,Lost,4/9/2017,5/30/2017,0
XUSUEAV7,Elease Gluck,Celia Rouche,West ,Zoomit,entertainment,United States,GTK 500,GTK,26768,Won,11/20/2016,3/9/2017,25897
XUU1PPTJ,Moses Frase,Dustin Brinkmann,Central ,Rangreen,technolgy,Panama,GTX Plus Pro,GTX,5482,Won,7/31/2017,11/10/2017,5234
XV03TJV1,Darcel Schlecht,Melvin Marxen,Central ,Gogozoom,telecommunications,United States,GTXPro,GTX,4821,Won,7/19/2017,7/26/2017,5401
XV41LZYE,Lajuana Vencill,Dustin Brinkmann,Central ,NULL,NULL,NULL,GTX Basic,GTX,550,Engaging,7/28/2017,NULL,NULL
XVB2CGL6,Maureen Marcano,Summer Sewald,West ,NULL,NULL,NULL,GTXPro,GTX,4821,Engaging,7/21/2017,NULL,NULL
XVM3UK16,Daniell Hammack,Rocco Neubert,East ,Mathtouch,marketing,Jordan,GTX Plus Pro,GTX,5482,Lost,8/31/2017,11/6/2017,0
XVQ3OA99,Jonathan Berthelot,Melvin Marxen,Central ,NULL,NULL,NULL,GTX Basic,GTX,550,Prospecting,NULL,NULL,NULL
XVYL67FL,Donn Cantrell,Rocco Neubert,East ,Bioplex,medical,United States,GTX Basic,GTX,550,Won,6/26/2017,7/6/2017,541
XW1ONOVO,Boris Faz,Rocco Neubert,East ,Kan-code,software,United States,MG Advanced,MG,3393,Won,7/13/2017,7/23/2017,3420
XW7J3TI2,Vicki Laflamme,Celia Rouche,West ,Hatfan,services,United States,MG Advanced,MG,3393,Lost,6/5/2017,8/14/2017,0
XW9U35NQ,Anna Snelling,Dustin Brinkmann,Central ,Scottech,marketing,United States,GTX Plus Basic,GTX,1096,Lost,4/28/2017,9/6/2017,0
XWEZ1WNK,James Ascencio,Summer Sewald,West ,Y-corporation,employment,United States,GTX Basic,GTX,550,Won,3/7/2017,3/11/2017,535
XWN6WWOD,Jonathan Berthelot,Melvin Marxen,Central ,Condax,medical,United States,MG Special,MG,55,Won,5/5/2017,8/1/2017,57
XWOG5DC0,Garret Kinder,Cara Losch,East ,Donware,marketing,United States,GTX Basic,GTX,550,Lost,8/6/2017,11/8/2017,0
XWW6KUG0,Darcel Schlecht,Melvin Marxen,Central ,Konmatfix,marketing,United States,GTX Basic,GTX,550,Lost,4/27/2017,4/29/2017,0
XWZG5VPL,Kary Hendrixson,Summer Sewald,West ,Scotfind,software,United States,GTXPro,GTX,4821,Lost,4/17/2017,4/18/2017,0
XX84TIMO,Maureen Marcano,Summer Sewald,West ,Faxquote,telecommunications,United States,GTX Plus Basic,GTX,1096,Lost,2/26/2017,6/26/2017,0
XXD7OQOH,Markita Hansen,Celia Rouche,West ,NULL,NULL,NULL,MG Special,MG,55,Engaging,8/30/2017,NULL,NULL
XXUGTDX7,Vicki Laflamme,Celia Rouche,West ,NULL,NULL,NULL,MG Special,MG,55,Engaging,3/28/2017,NULL,NULL
XXXM7BMA,Marty Freudenburg,Melvin Marxen,Central ,Dontechi,software,United States,MG Advanced,MG,3393,Won,8/30/2017,11/14/2017,3703
XY42936P,Maureen Marcano,Summer Sewald,West ,Finjob,employment,United States,GTX Plus Basic,GTX,1096,Won,11/17/2016,3/13/2017,1180
XYBPUC2H,Moses Frase,Dustin Brinkmann,Central ,Hottechi,technolgy,Korea,GTX Basic,GTX,550,Lost,2/13/2017,5/16/2017,0
XYLNH45V,Daniell Hammack,Rocco Neubert,East ,Zathunicon,retail,United States,GTX Plus Basic,GTX,1096,Engaging,1/31/2017,NULL,NULL
XYNTWPN1,Violet Mclelland,Cara Losch,East ,Rundofase,technolgy,United States,MG Special,MG,55,Engaging,1/8/2017,NULL,NULL
XYRO1TLJ,Markita Hansen,Celia Rouche,West ,NULL,NULL,NULL,GTXPro,GTX,4821,Engaging,6/29/2017,NULL,NULL
XYZ39YT2,Cecily Lampkin,Dustin Brinkmann,Central ,Betatech,medical,Kenya,MG Special,MG,55,Lost,4/11/2017,4/19/2017,0
XZ9YR78K,Gladys Colclough,Melvin Marxen,Central ,Hottechi,technolgy,Korea,GTX Plus Basic,GTX,1096,Won,12/11/2017,12/18/2017,1220
XZF4GG94,Daniell Hammack,Rocco Neubert,East ,Donquadtech,technolgy,United States,GTX Plus Basic,GTX,1096,Lost,4/28/2017,4/30/2017,0
XZKZYO55,Daniell Hammack,Rocco Neubert,East ,Kan-code,software,United States,GTXPro,GTX,4821,Won,9/20/2017,12/16/2017,4865
XZUEXEUH,Anna Snelling,Dustin Brinkmann,Central ,Betatech,medical,Kenya,GTX Basic,GTX,550,Won,11/5/2017,11/9/2017,480
Y0EKPBLQ,Niesha Huffines,Melvin Marxen,Central ,NULL,NULL,NULL,MG Special,MG,55,Prospecting,NULL,NULL,NULL
Y0M8X7BV,Corliss Cosme,Cara Losch,East ,NULL,NULL,NULL,GTX Plus Pro,GTX,5482,Engaging,8/25/2017,NULL,NULL
Y0NYI17R,Vicki Laflamme,Celia Rouche,West ,Dalttechnology,software,United States,MG Special,MG,55,Won,12/9/2016,3/15/2017,55
Y1FWLR93,Reed Clapper,Rocco Neubert,East ,Kan-code,software,United States,GTX Plus Pro,GTX,5482,Won,8/24/2017,9/2/2017,5415
Y1GEH2EG,Vicki Laflamme,Celia Rouche,West ,Green-Plus,services,United States,GTX Plus Pro,GTX,5482,Won,7/7/2017,7/13/2017,4466
Y1JFDUVB,Versie Hillebrand,Dustin Brinkmann,Central ,Codehow,software,United States,MG Special,MG,55,Won,11/11/2017,12/20/2017,48
Y23HQJRG,Violet Mclelland,Cara Losch,East ,Kinnamplus,retail,United States,MG Special,MG,55,Won,3/7/2017,5/6/2017,53
Y25T06D2,Anna Snelling,Dustin Brinkmann,Central ,dambase,marketing,United States,GTX Plus Basic,GTX,1096,Won,9/12/2017,12/26/2017,866
Y28VHZKQ,Cassey Cress,Rocco Neubert,East ,NULL,NULL,NULL,MG Advanced,MG,3393,Engaging,3/13/2017,NULL,NULL
Y2A8EUBM,Zane Levy,Summer Sewald,West ,Singletechno,retail,United States,GTX Basic,GTX,550,Lost,5/31/2017,8/20/2017,0
Y2DLFFN6,Gladys Colclough,Melvin Marxen,Central ,Cancity,retail,United States,MG Advanced,MG,3393,Won,9/27/2017,9/30/2017,2800
Y2EC6KYG,Hayden Neloms,Celia Rouche,West ,NULL,NULL,NULL,MG Advanced,MG,3393,Engaging,5/25/2017,NULL,NULL
Y2X0X0WQ,Gladys Colclough,Melvin Marxen,Central ,Finhigh,finance,United States,MG Advanced,MG,3393,Won,8/4/2017,12/7/2017,3367
Y2XXRYMX,Kami Bicknell,Summer Sewald,West ,Labdrill,medical,United States,GTX Plus Basic,GTX,1096,Lost,7/10/2017,11/11/2017,0
Y34MVXP3,Rosie Papadopoulos,Cara Losch,East ,Kinnamplus,retail,United States,MG Advanced,MG,3393,Won,3/12/2017,6/27/2017,3443
Y34O7SKI,Versie Hillebrand,Dustin Brinkmann,Central ,Treequote,telecommunications,United States,MG Advanced,MG,3393,Lost,10/24/2017,10/30/2017,0
Y35ES8UY,Moses Frase,Dustin Brinkmann,Central ,Condax,medical,United States,GTX Plus Pro,GTX,5482,Lost,4/9/2017,4/16/2017,0
Y38ULZPM,Rosalina Dieter,Celia Rouche,West ,Newex,services,Germany,MG Special,MG,55,Won,3/8/2017,5/28/2017,48
Y3AAS62P,Vicki Laflamme,Celia Rouche,West ,Zoomit,entertainment,United States,GTX Plus Basic,GTX,1096,Engaging,9/12/2017,NULL,NULL
Y3CYQGPH,Rosalina Dieter,Celia Rouche,West ,NULL,NULL,NULL,GTX Basic,GTX,550,Engaging,2/22/2017,NULL,NULL
Y3EVBV53,Gladys Colclough,Melvin Marxen,Central ,Stanredtax,finance,United States,GTX Basic,GTX,550,Won,11/26/2017,12/7/2017,562
Y3QBGJLM,Vicki Laflamme,Celia Rouche,West ,Blackzim,retail,United States,MG Special,MG,55,Won,9/22/2017,12/30/2017,54
Y3TOQUQI,Marty Freudenburg,Melvin Marxen,Central ,Zotware,software,United States,GTX Basic,GTX,550,Engaging,7/25/2017,NULL,NULL
Y3ULGUD8,Cecily Lampkin,Dustin Brinkmann,Central ,Ron-tech,medical,United States,GTX Plus Basic,GTX,1096,Won,2/16/2017,5/18/2017,1079
Y40ADYX7,Hayden Neloms,Celia Rouche,West ,Goodsilron,marketing,United States,MG Advanced,MG,3393,Won,2/24/2017,3/11/2017,3550
Y46OEBEH,Violet Mclelland,Cara Losch,East ,Zathunicon,retail,United States,MG Special,MG,55,Won,6/3/2017,6/9/2017,54
Y4SN1R3L,Darcel Schlecht,Melvin Marxen,Central ,Conecom,technolgy,United States,MG Advanced,MG,3393,Won,10/16/2017,10/17/2017,3490
Y4UIUIEG,Cecily Lampkin,Dustin Brinkmann,Central ,Cancity,retail,United States,GTX Plus Basic,GTX,1096,Won,12/9/2017,12/24/2017,986
Y533QVR5,Lajuana Vencill,Dustin Brinkmann,Central ,NULL,NULL,NULL,GTX Basic,GTX,550,Prospecting,NULL,NULL,NULL
Y5A5G2L5,Cassey Cress,Rocco Neubert,East ,Bubba Gump,software,United States,GTX Basic,GTX,550,Won,8/27/2017,12/8/2017,606
Y5C1Q7UR,Cassey Cress,Rocco Neubert,East ,Zathunicon,retail,United States,MG Special,MG,55,Won,10/6/2017,12/26/2017,50
Y5CP83V4,Moses Frase,Dustin Brinkmann,Central ,Isdom,medical,United States,GTX Basic,GTX,550,Won,6/28/2017,9/30/2017,530
Y5FM7TJT,Kary Hendrixson,Summer Sewald,West ,Plexzap,retail,United States,MG Special,MG,55,Lost,7/19/2017,7/21/2017,0
Y5HR9J3G,Cecily Lampkin,Dustin Brinkmann,Central ,Domzoom,entertainment,United States,GTX Basic,GTX,550,Won,6/27/2017,8/1/2017,513
Y5IRSKVA,Jonathan Berthelot,Melvin Marxen,Central ,Rangreen,technolgy,Panama,MG Special,MG,55,Won,9/12/2017,12/25/2017,59
Y5OTY9O5,Reed Clapper,Rocco Neubert,East ,Opentech,finance,United States,GTXPro,GTX,4821,Won,4/30/2017,5/9/2017,4704
Y5OZ7VOF,Maureen Marcano,Summer Sewald,West ,Plexzap,retail,United States,MG Advanced,MG,3393,Won,6/5/2017,6/21/2017,3227
Y69M70YC,Gladys Colclough,Melvin Marxen,Central ,dambase,marketing,United States,GTXPro,GTX,4821,Lost,8/15/2017,11/1/2017,0
Y6HNPIIT,Kary Hendrixson,Summer Sewald,West ,Hottechi,technolgy,Korea,GTXPro,GTX,4821,Won,1/20/2017,3/7/2017,4559
Y6IIUECA,Reed Clapper,Rocco Neubert,East ,Donquadtech,technolgy,United States,GTX Plus Basic,GTX,1096,Won,6/23/2017,7/4/2017,880
Y6NI5EBV,Kami Bicknell,Summer Sewald,West ,NULL,NULL,NULL,GTX Plus Basic,GTX,1096,Engaging,10/17/2017,NULL,NULL
Y6Q7Z0SO,Elease Gluck,Celia Rouche,West ,Green-Plus,services,United States,MG Special,MG,55,Won,9/28/2017,10/8/2017,63
Y6UBZM6P,Vicki Laflamme,Celia Rouche,West ,NULL,NULL,NULL,GTX Plus Pro,GTX,5482,Engaging,1/9/2017,NULL,NULL
Y6YZXVTF,Donn Cantrell,Rocco Neubert,East ,Massive Dynamic,entertainment,United States,MG Advanced,MG,3393,Won,6/4/2017,9/4/2017,2876
Y7244XW7,Moses Frase,Dustin Brinkmann,Central ,Plussunin,retail,United States,MG Special,MG,55,Engaging,8/1/2017,NULL,NULL
Y7AC2LSL,Markita Hansen,Celia Rouche,West ,Blackzim,retail,United States,MG Advanced,MG,3393,Won,7/22/2017,9/30/2017,3015
Y7N97FW8,Vicki Laflamme,Celia Rouche,West ,NULL,NULL,NULL,GTXPro,GTX,4821,Engaging,2/20/2017,NULL,NULL
Y7TVU9AY,Niesha Huffines,Melvin Marxen,Central ,Streethex,retail,Belgium,GTX Basic,GTX,550,Lost,7/24/2017,11/6/2017,0
Y7TVYRAX,Reed Clapper,Rocco Neubert,East ,Bubba Gump,software,United States,GTX Plus Pro,GTX,5482,Lost,8/22/2017,11/10/2017,0
Y7WAFW9D,Anna Snelling,Dustin Brinkmann,Central ,NULL,NULL,NULL,MG Advanced,MG,3393,Prospecting,NULL,NULL,NULL
Y8KI5ANO,Marty Freudenburg,Melvin Marxen,Central ,Isdom,medical,United States,GTX Plus Basic,GTX,1096,Lost,10/22/2017,11/3/2017,0
Y8ZUSC9C,Jonathan Berthelot,Melvin Marxen,Central ,NULL,NULL,NULL,GTX Basic,GTX,550,Engaging,8/14/2017,NULL,NULL
Y92RU9V8,Daniell Hammack,Rocco Neubert,East ,Kan-code,software,United States,GTXPro,GTX,4821,Won,5/28/2017,6/15/2017,4712
Y93GK95W,Markita Hansen,Celia Rouche,West ,Hatfan,services,United States,MG Advanced,MG,3393,Won,9/11/2017,9/21/2017,3138
Y975VCYM,Reed Clapper,Rocco Neubert,East ,Massive Dynamic,entertainment,United States,MG Special,MG,55,Lost,3/31/2017,4/12/2017,0
Y9B94N72,Garret Kinder,Cara Losch,East ,Donware,marketing,United States,MG Special,MG,55,Won,3/13/2017,5/3/2017,55
Y9EBNML6,Moses Frase,Dustin Brinkmann,Central ,Donquadtech,technolgy,United States,MG Advanced,MG,3393,Prospecting,NULL,NULL,NULL
Y9HHGGOQ,Versie Hillebrand,Dustin Brinkmann,Central ,dambase,marketing,United States,MG Special,MG,55,Won,9/25/2017,10/4/2017,53
Y9HWSG8Z,Darcel Schlecht,Melvin Marxen,Central ,Gogozoom,telecommunications,United States,GTX Basic,GTX,550,Won,1/1/2017,3/20/2017,510
Y9NTV3K5,Kami Bicknell,Summer Sewald,West ,Labdrill,medical,United States,MG Advanced,MG,3393,Won,9/14/2017,9/23/2017,3596
Y9SCLUH8,Jonathan Berthelot,Melvin Marxen,Central ,Ron-tech,medical,United States,GTX Plus Basic,GTX,1096,Won,6/29/2017,9/2/2017,835
Y9VWZ93C,Reed Clapper,Rocco Neubert,East ,Silis,medical,United States,GTX Basic,GTX,550,Lost,6/23/2017,7/1/2017,0
Y9XOOWHS,Darcel Schlecht,Melvin Marxen,Central ,Finhigh,finance,United States,MG Advanced,MG,3393,Won,4/4/2017,6/18/2017,3031
Y9Y4TXD9,Corliss Cosme,Cara Losch,East ,Konex,technolgy,United States,MG Advanced,MG,3393,Won,4/18/2017,5/3/2017,3041
YA2NDY1H,Cassey Cress,Rocco Neubert,East ,Bluth Company,technolgy,United States,GTXPro,GTX,4821,Won,3/16/2017,5/17/2017,4519
YA3O04NX,Marty Freudenburg,Melvin Marxen,Central ,Gogozoom,telecommunications,United States,MG Advanced,MG,3393,Won,4/4/2017,6/5/2017,3011
YA68AAQK,Reed Clapper,Rocco Neubert,East ,Xx-zobam,entertainment,United States,GTX Plus Basic,GTX,1096,Lost,7/7/2017,9/17/2017,0
YA822MOB,James Ascencio,Summer Sewald,West ,Y-corporation,employment,United States,GTX Plus Pro,GTX,5482,Lost,5/27/2017,8/22/2017,0
YA8CL4UM,Kami Bicknell,Summer Sewald,West ,Sunnamplex,marketing,Poland,GTX Basic,GTX,550,Won,11/26/2017,12/1/2017,460
YABTM1G5,Versie Hillebrand,Dustin Brinkmann,Central ,Domzoom,entertainment,United States,GTX Basic,GTX,550,Lost,3/5/2017,5/30/2017,0
YAKIMBKC,Kary Hendrixson,Summer Sewald,West ,Konex,technolgy,United States,GTX Basic,GTX,550,Won,3/31/2017,4/2/2017,609
YAR5GGA4,Markita Hansen,Celia Rouche,West ,Cheers,entertainment,United States,GTX Plus Pro,GTX,5482,Won,1/17/2017,3/29/2017,5120
YAVTI45C,Zane Levy,Summer Sewald,West ,Fasehatice,retail,United States,GTX Basic,GTX,550,Won,11/4/2017,12/12/2017,481
YB20NWM1,Vicki Laflamme,Celia Rouche,West ,NULL,NULL,NULL,MG Special,MG,55,Engaging,3/24/2017,NULL,NULL
YB4YJTK4,Kami Bicknell,Summer Sewald,West ,Lexiqvolax,medical,United States,GTX Basic,GTX,550,Engaging,8/23/2017,NULL,NULL
YB6UP71G,Anna Snelling,Dustin Brinkmann,Central ,Bioholding,medical,Philipines,MG Special,MG,55,Won,9/3/2017,9/6/2017,64
YBAKNQ8Z,Reed Clapper,Rocco Neubert,East ,Bubba Gump,software,United States,MG Advanced,MG,3393,Lost,1/28/2017,3/30/2017,0
YBJ72HKE,Maureen Marcano,Summer Sewald,West ,Hottechi,technolgy,Korea,GTX Plus Basic,GTX,1096,Lost,1/10/2017,3/12/2017,0
YBRZQFEO,Maureen Marcano,Summer Sewald,West ,Green-Plus,services,United States,GTXPro,GTX,4821,Won,1/15/2017,3/31/2017,4939
YBWUG6QP,Darcel Schlecht,Melvin Marxen,Central ,Condax,medical,United States,GTXPro,GTX,4821,Prospecting,NULL,NULL,NULL
YBY3PA1S,Gladys Colclough,Melvin Marxen,Central ,NULL,NULL,NULL,GTX Basic,GTX,550,Engaging,7/22/2017,NULL,NULL
YC2GBK89,Zane Levy,Summer Sewald,West ,Hatfan,services,United States,GTX Plus Basic,GTX,1096,Lost,9/16/2017,11/12/2017,0
YC6QEUJN,Garret Kinder,Cara Losch,East ,Kan-code,software,United States,GTX Plus Basic,GTX,1096,Won,6/29/2017,7/8/2017,950
YCA44Q4U,Wilburn Farren,Cara Losch,East ,Kinnamplus,retail,United States,MG Special,MG,55,Won,7/16/2017,7/25/2017,52
YCKKT5ME,Versie Hillebrand,Dustin Brinkmann,Central ,Ron-tech,medical,United States,MG Special,MG,55,Lost,5/8/2017,8/19/2017,0
YCQABCDI,Reed Clapper,Rocco Neubert,East ,Betasoloin,medical,United States,MG Advanced,MG,3393,Won,7/22/2017,11/3/2017,3252
YCQTM2BQ,Lajuana Vencill,Dustin Brinkmann,Central ,NULL,NULL,NULL,MG Advanced,MG,3393,Engaging,7/25/2017,NULL,NULL
YCQXHVMZ,Reed Clapper,Rocco Neubert,East ,The New York Inquirer,medical,United States,GTXPro,GTX,4821,Won,9/21/2017,12/22/2017,5600
YD38G676,Vicki Laflamme,Celia Rouche,West ,Hatfan,services,United States,MG Advanced,MG,3393,Lost,5/16/2017,5/27/2017,0
YD3D41E0,Jonathan Berthelot,Melvin Marxen,Central ,Zumgoity,medical,United States,GTX Plus Basic,GTX,1096,Won,9/23/2017,10/2/2017,1127
YDBPPU6J,Donn Cantrell,Rocco Neubert,East ,Betasoloin,medical,United States,GTXPro,GTX,4821,Won,4/23/2017,6/3/2017,5100
YDJV1DFE,Niesha Huffines,Melvin Marxen,Central ,Ron-tech,medical,United States,MG Advanced,MG,3393,Lost,7/14/2017,11/9/2017,0
YDUL6H8V,Markita Hansen,Celia Rouche,West ,Goodsilron,marketing,United States,GTX Plus Basic,GTX,1096,Won,8/9/2017,12/8/2017,1017
YDZZNTEZ,Garret Kinder,Cara Losch,East ,Opentech,finance,United States,MG Advanced,MG,3393,Won,10/19/2017,11/1/2017,3422
YE6R6I1K,Reed Clapper,Rocco Neubert,East ,Umbrella Corporation,finance,United States,MG Advanced,MG,3393,Won,3/26/2017,5/29/2017,2880
YE7F777U,Lajuana Vencill,Dustin Brinkmann,Central ,NULL,NULL,NULL,GTX Basic,GTX,550,Engaging,8/1/2017,NULL,NULL
YEH9VQCD,Daniell Hammack,Rocco Neubert,East ,Condax,medical,United States,GTX Basic,GTX,550,Won,10/25/2017,10/27/2017,526
YFB7Y92U,Elease Gluck,Celia Rouche,West ,NULL,NULL,NULL,GTK 500,GTK,26768,Engaging,2/7/2017,NULL,NULL
YFJKP42F,Moses Frase,Dustin Brinkmann,Central ,Codehow,software,United States,MG Advanced,MG,3393,Won,6/9/2017,6/27/2017,3681
YFNRXR7X,Rosie Papadopoulos,Cara Losch,East ,Plussunin,retail,United States,MG Special,MG,55,Won,7/17/2017,7/25/2017,57
YFP8IZ98,Rosie Papadopoulos,Cara Losch,East ,Acme Corporation,technolgy,United States,MG Special,MG,55,Won,3/8/2017,6/22/2017,61
YFS5KLJJ,Rosalina Dieter,Celia Rouche,West ,Finjob,employment,United States,MG Special,MG,55,Won,12/22/2016,3/31/2017,45
YFTW9Z69,Anna Snelling,Dustin Brinkmann,Central ,Stanredtax,finance,United States,MG Advanced,MG,3393,Lost,9/4/2017,11/12/2017,0
YGL1F8K1,Vicki Laflamme,Celia Rouche,West ,Plusstrip,entertainment,United States,MG Special,MG,55,Won,4/16/2017,5/4/2017,56
YGNVLLUR,Gladys Colclough,Melvin Marxen,Central ,Warephase,services,United States,GTX Basic,GTX,550,Lost,4/10/2017,4/20/2017,0
YGUOEIEG,Markita Hansen,Celia Rouche,West ,Hottechi,technolgy,Korea,GTX Plus Basic,GTX,1096,Lost,9/5/2017,11/6/2017,0
YH2NHVXC,Elease Gluck,Celia Rouche,West ,Blackzim,retail,United States,MG Advanced,MG,3393,Lost,5/31/2017,8/26/2017,0
YH5L64AP,Violet Mclelland,Cara Losch,East ,Yearin,retail,United States,MG Special,MG,55,Lost,10/9/2017,12/23/2017,0
YH6ST9KT,Darcel Schlecht,Melvin Marxen,Central ,Treequote,telecommunications,United States,MG Special,MG,55,Lost,8/30/2017,8/31/2017,0
YHKT6YJ7,Moses Frase,Dustin Brinkmann,Central ,dambase,marketing,United States,GTX Basic,GTX,550,Won,12/16/2016,3/13/2017,589
YHNBSXPN,Maureen Marcano,Summer Sewald,West ,Hatfan,services,United States,GTX Plus Basic,GTX,1096,Won,3/14/2017,3/25/2017,1019
YHOVVBSP,Donn Cantrell,Rocco Neubert,East ,Kan-code,software,United States,MG Advanced,MG,3393,Lost,10/13/2017,12/10/2017,0
YHRVQVPV,Zane Levy,Summer Sewald,West ,Konex,technolgy,United States,GTX Plus Pro,GTX,5482,Won,4/15/2017,4/20/2017,4687
YHVY1LHH,Cecily Lampkin,Dustin Brinkmann,Central ,dambase,marketing,United States,MG Advanced,MG,3393,Won,6/15/2017,6/25/2017,3785
YI1V6SOX,Darcel Schlecht,Melvin Marxen,Central ,The New York Inquirer,medical,United States,GTXPro,GTX,4821,Engaging,7/29/2017,NULL,NULL
YI30GSB5,Marty Freudenburg,Melvin Marxen,Central ,Rangreen,technolgy,Panama,GTX Plus Basic,GTX,1096,Lost,1/11/2017,3/31/2017,0
YI8JSLKX,Daniell Hammack,Rocco Neubert,East ,Silis,medical,United States,GTXPro,GTX,4821,Lost,10/4/2017,10/15/2017,0
YI92HVHO,Darcel Schlecht,Melvin Marxen,Central ,NULL,NULL,NULL,MG Advanced,MG,3393,Prospecting,NULL,NULL,NULL
YIA65LM2,Lajuana Vencill,Dustin Brinkmann,Central ,Treequote,telecommunications,United States,MG Advanced,MG,3393,Lost,10/11/2017,10/19/2017,0
YID2GAED,James Ascencio,Summer Sewald,West ,Xx-holding,finance,United States,GTX Plus Pro,GTX,5482,Lost,9/26/2017,10/4/2017,0
YIGSYPWD,Corliss Cosme,Cara Losch,East ,Bioplex,medical,United States,GTXPro,GTX,4821,Lost,3/28/2017,4/7/2017,0
YIK15TLW,James Ascencio,Summer Sewald,West ,Groovestreet,retail,United States,GTX Plus Pro,GTX,5482,Won,9/16/2017,11/10/2017,5745
